Long_m,Lat_m
-1137084.726,1677223.957
-1167692.464,1666001.12
-1141165.758,1680284.731
-1254414.388,1391551.737
-1199320.46,1667021.378
-1090152.861,1924126.376
-1087092.087,1729257.112
-1134023.952,1731297.628
-1143206.274,1680284.731
-1137084.726,1822100.583
-1179935.559,1654778.283
-1207482.523,1554793.006
-1341136.312,1909842.765
-1229928.198,1630292.093
-1208502.781,1486435.725
-1274819.547,1470111.598
-1061585.639,1869032.448
-1154429.111,1527246.042
-1320731.153,1761905.366
-1331953.991,1555813.264
-1212583.813,1528266.3
-1369703.534,2072063.776
-1028937.385,1781290.266
-1306447.542,1903721.218
-1394189.724,1657839.057
-1268697.999,1405835.348
-1060565.381,1960855.662
-1363581.986,1750682.528
-1030977.901,1701710.148
-1220745.876,1546630.942
-1400311.272,1943511.277
-1261556.193,1672122.668
-1208502.781,1534387.847
-1216664.845,1655798.541
-1123821.373,1742520.465
-1022815.838,1737419.175
-1198300.202,1666001.12
-1030977.901,1743540.723
-1369703.534,2044516.812
-991187.8421,1797614.393
-1205442.007,1667021.378
-1150348.079,1807816.972
-1226867.424,1553772.748
-1162591.174,2063901.713
-1343176.828,2071043.518
-1157489.885,1802715.683
-1187077.365,1495618.046
-1088112.345,1661920.089
-1196259.686,1493577.53
-1112598.536,1739459.691
-1271758.773,1794553.619
-1191158.396,1494597.788
-1068727.445,1859850.127
-1154429.111,1581319.712
-1019755.064,1763945.881
-1066686.929,1973098.757
-1044241.254,1822100.583
-1092193.377,1632332.609
-1358480.697,1996564.689
-1083011.056,1770067.429
-1126882.147,1685386.021
-1250333.356,1652737.767
-1178915.301,1702730.406
-1239110.519,1568056.359
-1276860.062,1814958.778
-1180955.817,1612947.708
-1177895.043,1892498.381
-1083011.056,1751702.786
-1296244.963,2053699.134
-1129942.921,1859850.127
-1094233.893,1679264.473
-1044241.254,1726196.338
-1297265.221,1450726.697
-1194219.17,1542549.911
-1273799.289,1734358.402
-1062605.897,1794553.619
-1195239.428,1871072.964
-1094233.893,1632332.609
-1088112.345,1639474.414
-1279920.836,1403794.832
-1170753.238,1720074.791
-1364602.244,1757824.334
-1219725.618,1420118.959
-1304407.027,1808837.23
-1127902.405,1691507.568
-1106476.988,1735378.659
-1329913.475,1649676.993
-1184016.591,1518063.72
-1046281.77,1993503.916
-1156469.627,1625190.803
-972823.1994,1820060.068
-1238090.261,1670082.152
-1218705.36,1584380.486
-1158510.143,1759864.85
-1129942.921,1622130.029
-1149327.821,1703750.664
-1214624.329,1493577.53
-1006491.711,1843526
-1110558.02,1700689.89
-1370723.792,1710892.469
-1367663.018,1988402.626
-1212583.813,1612947.708
-1404392.304,1884336.317
-1396230.24,1953713.856
-1112598.536,1679264.473
-1193198.912,1829242.389
-1175854.527,1725176.08
-1180955.817,1593562.807
-1121780.857,1627231.319
-1178915.301,1539489.137
-1185036.849,1700689.89
-1136064.468,1713953.243
-1182996.333,1489496.498
-1165651.948,1678244.215
-1031998.159,1751702.786
-1151368.337,1878214.77
-1125861.889,1706811.437
-1108517.504,1743540.723
-1147287.305,1947592.309
-1167692.464,1585400.744
-990167.5842,1879235.028
-1140145.5,1809857.488
-1181976.075,1690487.311
-1300325.995,1657839.057
-1141165.758,1592542.549
-1203401.491,1689467.053
-1277880.32,1421139.217
-1365622.502,1728236.854
-1273799.289,1384409.932
-1179935.559,1609886.934
-1122801.115,1591522.291
-979965.0049,1877194.512
-1261556.193,1912903.539
-1180955.817,1684365.763
-1155449.369,1709872.211
-1138104.984,1669061.894
-1139125.242,1717014.017
-1315629.864,1610907.192
-1195239.428,2073084.034
-1063626.155,1879235.028
-1322771.669,1739459.691
-1009552.485,1859850.127
-1364602.244,1953713.856
-1153408.853,1659879.573
-1184016.591,1853728.579
-1307467.8,1739459.691
-1287062.642,2044516.812
-1073828.734,1956774.63
-1155449.369,1595603.323
-1265637.225,1396653.027
-1193198.912,1986362.11
-1281961.352,1912903.539
-1055464.092,1765986.397
-1173814.012,1742520.465
-1202381.234,1967997.467
-1158510.143,1556833.522
-1234009.229,1792513.104
-1102395.956,1597643.839
-1418675.915,1876174.254
-1216664.845,1618048.998
-1179935.559,1721095.048
-1189117.88,1812918.262
-1021795.58,1775168.719
-1246252.325,1971058.241
-1315629.864,1722115.306
-1193198.912,1732317.886
-1155449.369,1751702.786
-1312569.09,1602745.129
-1359500.955,2087367.645
-1252373.872,1548671.458
-1181976.075,1496638.304
-1141165.758,1725176.08
-1075869.25,1779249.75
-1162591.174,1719054.533
-1061585.639,1731297.628
-1290123.416,1482354.693
-1112598.536,1659879.573
-1037099.449,1786391.556
-1427858.236,1924126.376
-1171773.496,1748642.013
-1249313.098,1436443.086
-1033018.417,1751702.786
-1271758.773,1444605.149
-1080970.54,1877194.512
-1080970.54,1881275.543
-1176874.785,1526225.784
-1323791.927,1864951.417
-1330933.733,1777209.235
-1364602.244,2042476.296
-1111578.278,1897599.67
-1276860.062,1544590.427
-1024856.354,1856789.353
-1126882.147,1600704.613
-1340116.054,1727216.596
-1118720.083,1761905.366
-1104436.472,1618048.998
-1050362.802,1962896.178
-1227887.682,1680284.731
-1148307.563,2064921.971
-1152388.595,1764966.139
-1204421.749,1802715.683
-1120760.599,1746601.497
-1100355.441,1611927.45
-1115659.31,1655798.541
-1146267.047,1573157.649
-1243191.551,1631312.351
-1327872.959,1483374.951
-1231968.714,2027172.427
-1110558.02,1788432.072
-1037099.449,1765986.397
-1320731.153,1490516.756
-1117699.825,1823120.841
-1139125.242,1936369.472
-1255434.646,1935349.214
-1231968.714,1426240.507
-1140145.5,1777209.235
-1282981.61,1546630.942
-1383987.145,1763945.881
-1330933.733,1643555.446
-1351338.891,2010848.3
-1079950.282,1656818.799
-1126882.147,1621109.771
-1338075.538,1915964.313
-1116679.567,1827201.873
-1077909.766,1744560.981
-1090152.861,1736398.917
-1204421.749,1472152.114
-1093213.635,1830262.647
-1359500.955,1726196.338
-1241151.035,1389511.221
-1124841.631,1836384.195
-1019755.064,1767006.655
-1241151.035,1715993.759
-1250333.356,1527246.042
-1399291.014,1826181.615
-1203401.491,1872093.222
-1277880.32,1474192.629
-1445202.621,1987382.368
-1258495.42,1470111.598
-1041180.481,1816999.294
-1202381.234,1554793.006
-1140145.5,1640494.672
-1054443.834,1870052.706
-1040160.223,1725176.08
-1178915.301,1793533.361
-1188097.623,1606826.16
-1357460.439,1888417.349
-1180955.817,1577238.68
-1012613.259,1802715.683
-1307467.8,1987382.368
-1085051.572,1696608.858
-1284001.868,1717014.017
-1046281.77,1799654.909
-1289103.158,1775168.719
-1144226.532,1813938.52
-1276860.062,1417058.185
-1284001.868,1628251.577
-1093213.635,1611927.45
-1147287.305,1701710.148
-1198300.202,1684365.763
-1064646.413,1689467.053
-1141165.758,1641514.93
-1343176.828,1799654.909
-1291143.673,2029212.943
-1199320.46,1828222.131
-1110558.02,1687426.537
-1226867.424,1395632.769
-1119740.341,1847607.032
-1252373.872,1542549.911
-1321751.411,1667021.378
-1128922.663,1670082.152
-1165651.948,1553772.748
-1208502.781,1422159.475
-1097294.667,1745581.239
-1067707.187,1855769.095
-1194219.17,1771087.687
-1192178.654,1654778.283
-1376845.34,1693548.084
-1117699.825,1709872.211
-983025.7787,1948612.567
-1140145.5,1656818.799
-1192178.654,1679264.473
-1072808.476,1660899.831
-1164631.69,1715993.759
-1212583.813,1495618.046
-1041180.481,1693548.084
-1357460.439,1704770.922
-1236049.745,1569076.617
-1185036.849,1876174.254
-1162591.174,1554793.006
-1046281.77,1780270.008
-1227887.682,1400734.059
-1083011.056,1732317.886
-1361541.471,1634373.124
-1149327.821,1556833.522
-1239110.519,1442564.634
-1265637.225,1948612.567
-1205442.007,1638454.156
-1235029.487,1744560.981
-1295224.705,1647636.478
-1106476.988,1682325.247
-1222786.392,1437463.344
-1199320.46,1626211.061
-1257475.162,1673142.926
-1196259.686,1803735.941
-1315629.864,1739459.691
-1255434.646,1444605.149
-1084031.314,1759864.85
-1296244.963,1835363.937
-1147287.305,1655798.541
-1271758.773,1772107.945
-1187077.365,1515002.947
-1178915.301,1795573.877
-1005471.453,1967997.467
-1232988.971,1713953.243
-1227887.682,1753743.302
-989147.3262,1814958.778
-1219725.618,1500719.336
-1036079.191,1949632.825
-1306447.542,1811898.004
-1248292.84,1403794.832
-1127902.405,1602745.129
-1123821.373,1622130.029
-1092193.377,1807816.972
-1190138.138,1776188.977
-1239110.519,1504800.367
-1269718.257,1894538.897
-1108517.504,1606826.16
-1197279.944,1497658.562
-1115659.31,1628251.577
-1256454.904,1374207.352
-1041180.481,1691507.568
-1078930.024,1679264.473
-1232988.971,1603765.387
-1029957.643,1887397.091
-1116679.567,1626211.061
-1077909.766,1677223.957
-1232988.971,1484395.209
-1232988.971,1700689.89
-1147287.305,2019010.364
-1342156.57,1729257.112
-1266657.483,1465010.308
-1292163.931,1684365.763
-1261556.193,1632332.609
-1123821.373,1764966.139
-1223806.65,1506840.883
-1203401.491,1538468.879
-1139125.242,1687426.537
-1254414.388,1838424.71
-1055464.092,2024111.654
-1026896.87,1726196.338
-1265637.225,1488476.24
-1197279.944,1788432.072
-1223806.65,1385430.19
-1335014.764,2090428.419
-1088112.345,1827201.873
-1248292.84,1627231.319
-1107497.246,1646616.22
-1139125.242,1588461.518
-1223806.65,1559894.296
-1301346.253,2002686.237
-1256454.904,1509901.657
-1096274.409,1833323.421
-1064646.413,1990443.142
-1282981.61,1869032.448
-1122801.115,1690487.311
-1009552.485,1910863.023
-1153408.853,1614988.224
-1090152.861,1745581.239
-1055464.092,1745581.239
-1101375.699,1720074.791
-994248.6159,1844546.258
-1202381.234,1470111.598
-1312569.09,2063901.713
-1054443.834,1718034.275
-1321751.411,1820060.068
-1071788.219,1860870.385
-1047302.028,1693548.084
-1193198.912,1481334.435
-1223806.65,1453787.471
-1267677.741,1700689.89
-1075869.25,1661920.089
-1254414.388,1373187.094
-1046281.77,1695588.6
-1422756.946,2002686.237
-1250333.356,2077165.066
-1158510.143,1598664.097
-1201360.976,1583360.228
-1035058.933,1891478.123
-1331953.991,1800675.167
-1308488.058,1512962.431
-1390108.693,2064921.971
-1353379.407,1932288.44
-1345217.344,1782310.524
-1094233.893,1691507.568
-1310528.574,1756804.076
-1310528.574,1651717.509
-1094233.893,1970037.983
-1151368.337,1750682.528
-1347257.86,1653758.025
-1202381.234,1638454.156
-1206462.265,1482354.693
-1277880.32,1501739.594
-1247272.582,1791492.846
-1308488.058,1860870.385
-1079950.282,1742520.465
-991187.8421,1791492.846
-1275839.804,1966977.21
-1070767.961,1657839.057
-1085051.572,1700689.89
-1379906.113,1836384.195
-1294204.447,1868012.19
-1141165.758,1741500.207
-1069747.703,1724155.822
-1354399.665,1723135.564
-1236049.745,1429301.281
-1371744.05,1750682.528
-1321751.411,2058800.423
-1077909.766,1801695.425
-1345217.344,1857809.611
-1182996.333,1546630.942
-1341136.312,1918004.829
-1235029.487,1986362.11
-1056484.35,1755783.818
-1139125.242,1713953.243
-1170753.238,1584380.486
-1088112.345,1950653.083
-1026896.87,1916984.571
-1248292.84,1511942.173
-1009552.485,1895559.154
-1134023.952,1701710.148
-1232988.971,1649676.993
-1144226.532,1841485.484
-1411534.109,1977179.789
-1172793.754,1507861.141
-1071788.219,1727216.596
-1108517.504,1735378.659
-1158510.143,1616008.482
-1178915.301,1644575.704
-1357460.439,1767006.655
-1096274.409,1814958.778
-1173814.012,1623150.287
-1142186.016,1691507.568
-1128922.663,1685386.021
-1108517.504,1671102.41
-1081990.798,1683345.505
-1163611.432,1542549.911
-986086.5524,1877194.512
-1260535.936,1797614.393
-1385007.403,2075124.55
-1269718.257,1472152.114
-1261556.193,1989422.884
-1243191.551,1660899.831
-1287062.642,1833323.421
-1342156.57,1921065.603
-1249313.098,1591522.291
-1263596.709,1427260.765
-1034038.675,1763945.881
-1071788.219,1649676.993
-1006491.711,1757824.334
-1108517.504,1622130.029
-1087092.087,1691507.568
-1003430.937,1834343.679
-1186057.107,1920045.345
-978944.7469,1847607.032
-1369703.534,1788432.072
-1356440.181,1940450.503
-1234009.229,1511942.173
-1055464.092,1781290.266
-1059545.123,1927187.15
-1153408.853,1722115.306
-1053423.576,1774148.461
-973843.4573,1896579.412
-1298285.479,1773128.203
-1394189.724,1819039.81
-1180955.817,1666001.12
-1125861.889,1881275.543
-1119740.341,1702730.406
-1117699.825,1593562.807
-1071788.219,1713953.243
-1385007.403,1841485.484
-1029957.643,1763945.881
-1079950.282,1725176.08
-1304407.027,1599684.355
-1155449.369,1629271.835
-1196259.686,1561934.811
-1403372.046,1931268.182
-1062605.897,1828222.131
-1188097.623,1525205.526
-1045261.512,1764966.139
-1074848.992,1650697.251
-1004451.195,1849647.548
-1122801.115,1628251.577
-1369703.534,1783330.782
-1258495.42,1440524.118
-1184016.591,1515002.947
-1202381.234,1519083.978
-1300325.995,1447665.923
-1178915.301,1494597.788
-1064646.413,1760885.108
-1267677.741,1378288.384
-1387047.919,1835363.937
-1349298.375,1739459.691
-1293184.189,1756804.076
-1254414.388,1706811.437
-1180955.817,1774148.461
-1236049.745,1679264.473
-1231968.714,1392571.995
-1289103.158,1927187.15
-1184016.591,1494597.788
-1310528.574,1957794.888
-1214624.329,1509901.657
-1188097.623,1641514.93
-1037099.449,1841485.484
-1234009.229,1896579.412
-1105456.73,1719054.533
-1134023.952,1609886.934
-1203401.491,1603765.387
-1215644.587,1558874.038
-1212583.813,2079205.582
-1148307.563,1561934.811
-1213604.071,1842505.742
-1284001.868,1432362.054
-1167692.464,1703750.664
-1268697.999,1437463.344
-1176874.785,1556833.522
-1255434.646,1753743.302
-1207482.523,1755783.818
-1435000.042,1985341.852
-1026896.87,1836384.195
-1358480.697,1624170.545
-1370723.792,1674163.184
-1385007.403,2035334.491
-1292163.931,1653758.025
-1330933.733,1906781.992
-986086.5524,1836384.195
-1199320.46,1462969.792
-1157489.885,1704770.922
-1397250.498,1670082.152
-1266657.483,1633352.866
-1309508.316,1477253.403
-1014653.774,1753743.302
-1288082.9,1755783.818
-1156469.627,1552752.49
-1141165.758,1991463.4
-1364602.244,1986362.11
-1107497.246,1801695.425
-1346237.602,1909842.765
-1182996.333,2089408.161
-1075869.25,1654778.283
-1257475.162,1437463.344
-1162591.174,1632332.609
-1164631.69,1601724.871
-1256454.904,1391551.737
-1307467.8,1450726.697
-1201360.976,1738439.433
-1024856.354,1939430.245
-1141165.758,1905761.734
-1243191.551,1371146.579
-1253394.13,1374207.352
-1142186.016,1647636.478
-1176874.785,1655798.541
-1327872.959,1795573.877
-1049342.544,1740479.949
-1105456.73,1759864.85
-1144226.532,1551732.232
-1413574.625,1890457.865
-1042200.739,1880255.285
-1210543.297,1508881.399
-1375825.082,1739459.691
-1182996.333,1646616.22
-1178915.301,1499699.078
-1063626.155,1692527.826
-1232988.971,2038395.265
-1303386.769,1790472.588
-1163611.432,1566015.843
-1279920.836,1466030.566
-1000370.163,1785371.298
-1124841.631,1755783.818
-1114639.052,2001665.979
-1237070.003,1542549.911
-1212583.813,1518063.72
-1211563.555,1524185.268
-1015674.032,1881275.543
-1311548.832,1907802.25
-1234009.229,1791492.846
-1092193.377,1645595.962
-1282981.61,1693548.084
-1171773.496,1941470.761
-1142186.016,1673142.926
-1216664.845,1854748.837
-1254414.388,1448686.181
-1162591.174,1626211.061
-1251353.614,1618048.998
-1189117.88,1672122.668
-1253394.13,1609886.934
-1313589.348,2035334.491
-1243191.551,1394612.511
-1264616.967,1382369.416
-995268.8738,1830262.647
-1075869.25,1843526
-1058524.865,1912903.539
-1378885.855,1876174.254
-1088112.345,1951673.341
-1346237.602,1758844.592
-1258495.42,1579279.196
-1363581.986,1663960.604
-1355419.923,2066962.487
-1226867.424,1814958.778
-1186057.107,1561934.811
-1019755.064,1844546.258
-1254414.388,1570096.875
-1367663.018,1629271.835
-1091173.119,1935349.214
-1201360.976,1483374.951
-1154429.111,1613967.966
-1045261.512,1794553.619
-1195239.428,1710892.469
-1099335.183,1630292.093
-1059545.123,1674163.184
-1286042.384,1474192.629
-1179935.559,1527246.042
-1210543.297,1476233.145
-1060565.381,1668041.636
-1302366.511,1466030.566
-1266657.483,1733338.144
-1325832.443,1704770.922
-1140145.5,1765986.397
-1144226.532,1711912.727
-1136064.468,1649676.993
-1178915.301,1744560.981
-1300325.995,1874133.738
-1282981.61,1926166.892
-1122801.115,1795573.877
-1099335.183,1668041.636
-1108517.504,1638454.156
-1021795.58,1919025.087
-1193198.912,2065942.229
-1017714.548,1735378.659
-1084031.314,1861890.643
-1063626.155,1663960.604
-1235029.487,1721095.048
-1181976.075,1712932.985
-1258495.42,1494597.788
-1275839.804,1824141.099
-1118720.083,1810877.746
-1103416.214,1745581.239
-1117699.825,1922085.861
-1252373.872,1385430.19
-1231968.714,1513982.689
-1146267.047,1561934.811
-1358480.697,1906781.992
-1256454.904,1402774.574
-1193198.912,1659879.573
-1064646.413,1648656.735
-1196259.686,1567036.101
-1222786.392,1593562.807
-1225847.166,1580299.454
-1179935.559,1764966.139
-1196259.686,1857809.611
-1228907.94,1541529.653
-1247272.582,2062881.455
-1127902.405,1770067.429
-1055464.092,1732317.886
-1245232.067,1680284.731
-1231968.714,1606826.16
-1125861.889,1592542.549
-1081990.798,1829242.389
-1357460.439,1664980.862
-1266657.483,1666001.12
-1312569.09,1676203.7
-1001390.421,1976159.531
-1195239.428,1669061.894
-1198300.202,1481334.435
-1019755.064,1890457.865
-1106476.988,1862910.901
-1097294.667,1636413.64
-1167692.464,1701710.148
-1162591.174,1990443.142
-1064646.413,1678244.215
-1298285.479,2022071.138
-1138104.984,1577238.68
-1186057.107,1618048.998
-1152388.595,1733338.144
-1172793.754,1869032.448
-1335014.764,1825161.357
-1190138.138,1752723.044
-992208.1,1866991.932
-1350318.633,1815979.036
-1111578.278,1620089.513
-1382966.887,1839444.968
-1120760.599,1637433.898
-1268697.999,1825161.357
-1114639.052,1733338.144
-1271758.773,1488476.24
-1106476.988,1633352.866
-1016694.29,1744560.981
-1261556.193,1790472.588
-1308488.058,1739459.691
-1280941.094,1744560.981
-1135044.21,1644575.704
-1279920.836,2078185.324
-1375825.082,1784351.04
-1010572.743,1770067.429
-1322771.669,1706811.437
-1054443.834,1712932.985
-1148307.563,1626211.061
-1195239.428,1624170.545
-1243191.551,2079205.582
-1292163.931,1553772.748
-1027917.128,1799654.909
-1187077.365,1693548.084
-1073828.734,1673142.926
-1151368.337,1662940.346
-1268697.999,1898619.928
-1149327.821,1740479.949
-1139125.242,1656818.799
-1000370.163,1784351.04
-1117699.825,1864951.417
-1249313.098,1415017.67
-1244211.809,1440524.118
-1178915.301,1897599.67
-1057504.608,1809857.488
-1231968.714,1478273.661
-1086071.83,1856789.353
-1187077.365,1987382.368
-1126882.147,1589481.776
-1016694.29,1932288.44
-1049342.544,1952693.599
-1203401.491,1655798.541
-1138104.984,1717014.017
-1222786.392,1392571.995
-1003430.937,1852708.321
-1188097.623,1526225.784
-1102395.956,1713953.243
-1243191.551,1406855.606
-1194219.17,1749662.27
-1053423.576,1752723.044
-1099335.183,1748642.013
-1380926.371,1606826.16
-1139125.242,1663960.604
-1195239.428,1922085.861
-1314609.606,1605805.902
-1057504.608,1824141.099
-1103416.214,1756804.076
-1396230.24,1936369.472
-1273799.289,1626211.061
-1160550.658,1533367.589
-1207482.523,1585400.744
-1058524.865,1678244.215
-1285022.126,1787411.814
-1232988.971,1608866.676
-990167.5842,1794553.619
-1272779.031,1461949.534
-1321751.411,1922085.861
-1180955.817,2033293.975
-1200340.718,1746601.497
-1054443.834,1792513.104
-1078930.024,1794553.619
-1304407.027,1534387.847
-1075869.25,1886376.833
-1099335.183,1727216.596
-1333994.506,1718034.275
-1160550.658,1656818.799
-1096274.409,1856789.353
-1167692.464,1673142.926
-1013633.517,1811898.004
-1055464.092,1750682.528
-1195239.428,1460929.276
-1165651.948,1764966.139
-1320731.153,2063901.713
-1265637.225,1696608.858
-1113618.794,1722115.306
-1170753.238,1501739.594
-1155449.369,1663960.604
-1150348.079,1813938.52
-1159530.401,1653758.025
-1369703.534,1958815.146
-1432959.526,1993503.916
-1188097.623,2065942.229
-1362561.729,2007787.527
-1199320.46,1684365.763
-1263596.709,1481334.435
-1199320.46,1668041.636
-1428878.494,1999625.463
-1277880.32,1625190.803
-1085051.572,1704770.922
-1386027.661,1829242.389
-1165651.948,1523165.01
-1366642.76,1833323.421
-1223806.65,1653758.025
-1321751.411,1637433.898
-989147.3262,1841485.484
-1155449.369,1732317.886
-1257475.162,1522144.752
-1329913.475,1929227.666
-1395209.982,1838424.71
-1282981.61,1879235.028
-1275839.804,1516023.205
-1041180.481,1732317.886
-1262576.451,1737419.175
-1329913.475,1755783.818
-1386027.661,2017990.106
-978944.7469,1866991.932
-1397250.498,2002686.237
-1090152.861,1865971.674
-1133003.694,1809857.488
-1209523.039,1554793.006
-1040160.223,1782310.524
-1146267.047,1927187.15
-1245232.067,1420118.959
-1090152.861,1727216.596
-1202381.234,1672122.668
-1017714.548,1836384.195
-996289.1317,1851688.063
-1262576.451,1589481.776
-1312569.09,1619069.255
-1028937.385,1717014.017
-1208502.781,1452767.213
-1260535.936,1412977.154
-1146267.047,1584380.486
-1069747.703,1650697.251
-1207482.523,1569076.617
-1122801.115,1844546.258
-1170753.238,1556833.522
-1153408.853,1589481.776
-1179935.559,1831282.905
-1227887.682,1964936.694
-1238090.261,1602745.129
-986086.5524,1812918.262
-1277880.32,1449706.439
-985066.2945,1842505.742
-1174834.269,1496638.304
-1192178.654,1498678.82
-1062605.897,1850667.806
-1348278.118,1770067.429
-1301346.253,2011868.558
-1274819.547,1572137.391
-1107497.246,1875153.996
-1217685.103,1754763.56
-1116679.567,1818019.552
-1285022.126,1492557.272
-1170753.238,1900660.444
-1047302.028,1734358.402
-1197279.944,1870052.706
-1147287.305,1752723.044
-1253394.13,1489496.498
-1037099.449,1796594.135
-1161570.916,1800675.167
-1218705.36,1720074.791
-1240130.777,1896579.412
-1136064.468,1701710.148
-1213604.071,1572137.391
-1047302.028,1746601.497
-1267677.741,1685386.021
-1256454.904,1983301.336
-1324812.185,1740479.949
-1246252.325,1377268.126
-1076889.508,1642535.188
-1385007.403,1995544.432
-1145246.789,1731297.628
-1232988.971,1439503.86
-1301346.253,1462969.792
-1128922.663,1713953.243
-1153408.853,1603765.387
-1314609.606,1723135.564
-1386027.661,1812918.262
-1262576.451,1439503.86
-1237070.003,1603765.387
-1217685.103,1433382.312
-1162591.174,1901680.702
-1106476.988,1594583.065
-1050362.802,1887397.091
-1239110.519,1579279.196
-1267677.741,1993503.916
-1285022.126,1547651.2
-1236049.745,1708851.953
-1123821.373,1617028.74
-1065666.671,1954734.114
-1271758.773,1447665.923
-1218705.36,1807816.972
-1148307.563,1543570.169
-1366642.76,1748642.013
-1086071.83,1843526
-1109537.762,1746601.497
-1053423.576,1959835.404
-1286042.384,1444605.149
-1163611.432,1671102.41
-1087092.087,1965956.952
-1218705.36,1459909.018
-1205442.007,1582339.97
-1199320.46,1803735.941
-1206462.265,1776188.977
-1078930.024,1704770.922
-1073828.734,1646616.22
-1355419.923,1732317.886
-1439081.073,2002686.237
-1092193.377,1698649.374
-1373784.566,2036354.749
-1246252.325,1691507.568
-1260535.936,1506840.883
-1039139.965,1686406.279
-1069747.703,1866991.932
-1023836.096,1852708.321
-1142186.016,1824141.099
-1232988.971,1639474.414
-1383987.145,1860870.385
-1107497.246,1666001.12
-1371744.05,1773128.203
-1400311.272,1911883.281
-1051383.06,1664980.862
-1043220.997,1908822.508
-1024856.354,1789452.33
-1199320.46,1522144.752
-1083011.056,1728236.854
-1125861.889,1632332.609
-1189117.88,1554793.006
-1080970.54,1769047.171
-1153408.853,1554793.006
-1348278.118,1626211.061
-1405412.562,1855769.095
-1273799.289,1856789.353
-1281961.352,2046557.328
-1352359.149,1672122.668
-1149327.821,1637433.898
-1023836.096,1940450.503
-1335014.764,1835363.937
-1042200.739,1741500.207
-1198300.202,1630292.093
-1292163.931,2085327.129
-1089132.603,1825161.357
-1014653.774,1849647.548
-1135044.21,1632332.609
-1000370.163,1814958.778
-1342156.57,1819039.81
-1051383.06,1703750.664
-1197279.944,1666001.12
-1189117.88,2052678.876
-984046.0366,1826181.615
-1226867.424,1710892.469
-1156469.627,1703750.664
-1424797.462,1974119.015
-1126882.147,1745581.239
-1007511.969,1784351.04
-1365622.502,1657839.057
-1250333.356,1693548.084
-1202381.234,2013909.074
-1171773.496,1685386.021
-1006491.711,1982281.078
-1105456.73,1668041.636
-1224826.908,1658859.315
-1081990.798,1913923.797
-1198300.202,1673142.926
-1192178.654,1636413.64
-1266657.483,1773128.203
-1129942.921,1689467.053
-1034038.675,1722115.306
-1226867.424,1673142.926
-1285022.126,1419098.701
-1216664.845,1454807.729
-1383987.145,1881275.543
-1206462.265,1580299.454
-1049342.544,1922085.861
-1269718.257,1715993.759
-1127902.405,1779249.75
-1225847.166,1442564.634
-1119740.341,1903721.218
-1091173.119,1837404.452
-1246252.325,1380328.9
-1086071.83,1619069.255
-1119740.341,1725176.08
-1173814.012,1505820.625
-1072808.476,1663960.604
-1259515.678,2047577.586
-1255434.646,1441544.376
-1305427.284,1789452.33
-1219725.618,1691507.568
-1242171.293,1508881.399
-1192178.654,1467050.824
-1156469.627,1664980.862
-1291143.673,1842505.742
-1139125.242,1866991.932
-1380926.371,1858829.869
-1067707.187,1767006.655
-1196259.686,1800675.167
-1338075.538,1697629.116
-1123821.373,1678244.215
-1152388.595,1902700.96
-1361541.471,1776188.977
-1202381.234,1657839.057
-1121780.857,1729257.112
-1226867.424,1637433.898
-1222786.392,1778229.493
-1156469.627,1671102.41
-1055464.092,1699669.632
-1340116.054,1678244.215
-1047302.028,1815979.036
-1211563.555,1444605.149
-1131983.436,1783330.782
-1211563.555,1796594.135
-1178915.301,1687426.537
-1048322.286,1964936.694
-1253394.13,1931268.182
-1062605.897,1750682.528
-1212583.813,1636413.64
-1353379.407,2028192.685
-1291143.673,1502759.851
-989147.3262,1842505.742
-1256454.904,1484395.209
-1116679.567,1801695.425
-1087092.087,1728236.854
-1226867.424,1630292.093
-1285022.126,1485415.467
-1251353.614,1566015.843
-1150348.079,1678244.215
-1356440.181,1854748.837
-1360521.213,1657839.057
-1318690.638,2022071.138
-1085051.572,1678244.215
-1259515.678,1661920.089
-1234009.229,1753743.302
-1256454.904,1375227.61
-1066686.929,1702730.406
-1210543.297,1742520.465
-1386027.661,1844546.258
-1436020.299,1961875.92
-1308488.058,1710892.469
-1067707.187,1950653.083
-1137084.726,1695588.6
-1237070.003,2025131.912
-1220745.876,1402774.574
-1005471.453,1840465.226
-1094233.893,1655798.541
-1324812.185,1750682.528
-1322771.669,1783330.782
-1306447.542,2093489.193
-1208502.781,1573157.649
-1245232.067,1374207.352
-1245232.067,1608866.676
-1055464.092,2032273.717
-1002410.679,1788432.072
-1063626.155,1687426.537
-1196259.686,1698649.374
-1175854.527,1630292.093
-1102395.956,1648656.735
-1244211.809,1661920.089
-1016694.29,1768026.913
-1000370.163,1768026.913
-1345217.344,1704770.922
-1107497.246,1601724.871
-1119740.341,1661920.089
-1169732.98,1672122.668
-1399291.014,1918004.829
-1045261.512,1994524.174
-1081990.798,1833323.421
-1013633.517,1953713.856
-1039139.965,1708851.953
-1402351.788,2062881.455
-1290123.416,1686406.279
-1217685.103,1549691.716
-1254414.388,1818019.552
-1208502.781,1807816.972
-1182996.333,1657839.057
-1030977.901,1746601.497
-1080970.54,1690487.311
-1042200.739,1682325.247
-1173814.012,1683345.505
-1137084.726,1734358.402
-1001390.421,1811898.004
-1324812.185,1691507.568
-1187077.365,1748642.013
-1279920.836,1506840.883
-1228907.94,1461949.534
-1069747.703,1661920.089
-1095254.151,1941470.761
-1356440.181,1966977.21
